movie_id,movie_title,movie_year,person_id,person_first_name,person_last_name,death_year,years_difference,work_type
9810,"Che, memorias de un año secreto",2020,106787,"Luis Carlos","García Gutiérrez",2015,5,cast
9486,"Perón y los judíos",2020,108007,"Itzjak","Navón",2015,5,cast
5399,"El impacto Kramer",2004,126289,"Ernest","Gold",1999,5,crew
2135,"Quereme así (Piantao)",1997,156808,"Ástor","Piazzolla",1992,5,crew
160314,"1982",2021,155652,"Antonio","Carrizo",2016,5,cast
811,"La frontera olvidada",1996,158949,"Aníbal","González Paz",1991,5,crew
1100,"La locura de don Juan",1948,155291,"Carlos","Arniches",1943,5,crew
456,"Confesión",1940,155245,"Carlos","Gardel",1935,5,crew
554,"Eclipse de sol",1943,155569,"Enrique","García Velloso",1938,5,crew
1436,"Pecadora",1956,157677,"Enrique","Santos Discépolo",1951,5,crew
604,"El dependiente",1969,156692,"Francisco","Canaro",1964,5,crew
1459,"Los muchachos de antes no usaban gomina",1969,156692,"Francisco","Canaro",1964,5,crew
8866,"Evaristo",2016,141778,"Francisco","Solano López",2011,5,cast
1967,"Venus perseguida",1973,158853,"José","Serra",1968,5,crew
8811,"Solar",2017,155713,"Juan","Alberto Badía",2012,5,cast
604,"El dependiente",1969,156371,"Juan","de Dios Filiberto",1964,5,crew
6087,"4 de julio: la masacre de San Patricio",2008,124450,"Kevin","O'Neill",2003,5,cast
1477,"La muerte de Sebastián Arache y su pobre entierro",1983,158526,"Leopoldo","Torre Nilsson",1978,5,crew
8771,"Caída del cielo",2016,119323,"Martín","Blaszko",2011,5,crew
4868,"Hamaca paraguaya",2006,158970,"Oscar","Cardozo Ocampo",2001,5,crew
2356,"Notas de tango",2000,152962,"Osvaldo","Pugliese",1995,5,crew
9628,"Tengo miedo, torero",2020,105440,"Pedro","Lemebel",2015,5,crew
6575,"Ningún amor es perfecto",2012,153817,"Alicia","Aller",2008,4,cast
9527,"Bernarda es la patria",2021,106456,"Mario","Filgueira",2017,4,cast
7540,"La forma exacta de las islas",2014,125973,"Rodolfo","Fogwill",2010,4,crew
189678,"¡Oh, por Lenin!",2023,131355,"Antonio","Puigjané",2019,4,cast
6403,"Cine Negro",2007,133499,"Norberto","Campos",2003,4,cast
5593,"Café de los maestros",2008,134538,"Pepe","Libertella",2004,4,cast
7136,"Las fotos de Vera Bolkovic",2011,134930,"Ricardo","Vilca",2007,4,crew
473,"Convivencia",2020,157206,"Luis","César D'Angiolillo",2016,4,crew
5820,"Génesis",2018,158539,"Norma","Pons",2014,4,cast
826,"Gatica, ""el mono""",1993,150381,"Dámaso","Pérez Prado",1989,4,crew
9536,"Inmortal Kombat",2020,106118,"Lohana","Berkins",2016,4,cast
707,"Éxtasis tropical",1978,155072,"Luis Alberto","del Paraná",1974,4,crew
1038,"El jefe",2011,158560,"Marcela","Sola",2007,4,cast
2850,"Balnearios",2001,137311,"Stéphane","Grappelli",1997,4,crew
2850,"Balnearios",2001,137311,"Stéphane","Grappelli",1997,4,crew
2887,"Los rubios",2003,104780,"Olga","Orozco",1999,4,crew
195028,"El mal absoluto",2024,112280,"Gabo","Ferro",2020,4,crew
3014,"Géminis",2020,154048,"Lucrecia","Capello",2016,4,cast
691,"El día que me quieras",1999,158592,"Abel","Santa Cruz",1995,4,crew
7072,"Desmadre",2018,142401,"Arturo","Goetz",2014,4,cast
196899,"Entre la tierra y el cielo",2025,196932,"Carmelo","Ullpu",2021,4,cast
4928,"Vete de mí (Una de pasiones)",1996,155051,"Daniel","Riolobos",1992,4,crew
3014,"Géminis",2020,142255,"Darío","""Peter"" Triviño",2016,4,crew
4253,"El patrón: radiografía de un crimen",2015,134524,"Elías","Neuman",2011,4,crew
659,"Esperando la carroza",1985,151459,"Feliciano","Brunelli",1981,4,crew
3712,"Pura sangre",2013,132113,"Fernando","Peña",2009,4,cast
9548,"Me busco lejos",2022,142258,"Guido","Lublinsky",2018,4,crew
9548,"Me busco lejos",2022,142258,"Guido","Lublinsky",2018,4,crew
9548,"Me busco lejos",2022,142258,"Guido","Lublinsky",2018,4,crew
9548,"Me busco lejos",2022,142258,"Guido","Lublinsky",2018,4,crew
282,"La calesita",1993,158384,"Hugo","del Carril",1989,4,crew
282,"La calesita",1993,158384,"Hugo","del Carril",1989,4,crew
282,"La calesita",1993,158384,"Hugo","del Carril",1989,4,cast
6478,"El fin de la espera",2011,142415,"Héctor","Grillo",2007,4,crew
6725,"Rita y Li",2011,142415,"Héctor","Grillo",2007,4,crew
595,"El encuentro",2003,158860,"Héctor","Pellegrini",1999,4,cast
188866,"Retratos de Eugenia",2023,158912,"José","Martínez Suárez",2019,4,cast
8814,"Favio: Crónica de un director",2016,157036,"Leonardo","Favio",2012,4,cast
945,"La guerra gaucha",1942,149581,"Leopoldo","Lugones",1938,4,crew
767,"Fiebre amarilla",1982,158526,"Leopoldo","Torre Nilsson",1978,4,crew
343,"Carlos Gardel, historia de un ídolo",1964,154233,"Luis","Angel Firpo",1960,4,cast
6491,"Carne sobre carne",2007,122048,"Octavio","Fabiano",2003,4,crew
2978,"Cortázar: apuntes para un documental",2002,143931,"Octavio","Paz",1998,4,cast
2270,"Tango",2005,158970,"Oscar","Cardozo Ocampo",2001,4,cast
6074,"Cerca de Bony",2006,123767,"Oscar","Bony",2002,4,cast
10081,"A los ojos de Dios",2016,154731,"Oscar","Núñez",2012,4,cast
82,"Al llegar el día",1968,157725,"Raúl","De Lange",1964,4,cast
933,"Un guapo del 900",1971,156721,"Samuel","Eichelbaum",1967,4,crew
613,"Derecho viejo",1998,156719,"Sebastián","Piana",1994,4,crew
1038,"El jefe",2011,156878,"Ana","Casares",2007,4,cast
1723,"La terraza",1992,155359,"Beatriz","Guido",1988,4,crew
1723,"La terraza",1992,155359,"Beatriz","Guido",1988,4,crew
4894,"Bye Bye Life",2008,127942,"Gabriela","Liffschitz",2004,4,cast
150,"Arroz con leche",2008,157250,"Susana","Campos",2004,4,cast
8258,"La del Chango",2014,153153,"Chango","Farías Gómez",2011,3,crew
2054,"Yo quiero ser bataclana",2005,152970,"Alicia","Barrié",2002,3,cast
10138,"Una casa sin cortinas",2021,130710,"Esteban","Peicovich",2018,3,cast
8471,"Tierra abrasada",2015,134932,"Héctor","Tizón",2012,3,cast
2468,"Buenos Aires en camiseta",1966,139133,"Calé","",1963,3,crew
2886,"Cruzaron el disco",2004,141496,"Diego","Mackenzie",2001,3,cast
191390,"Hedy Crilla, maestra de actores",2023,143368,"Agustín","Alezzo",2020,3,cast
1876,"Sinfonía de juventud",1955,144692,"Alberto","Williams",1952,3,crew
6887,"Una cita, una fiesta y un gato negro",2012,146943,"Axel","Pauls",2009,3,cast
1746,"La sangre de las guitarras",1937,155912,"Carlos Max","Viale Paz",1934,3,crew
2278,"El visitante",2002,155968,"Leandro","Regúnaga",1999,3,cast
9438,"Lectura según Justino",2019,157206,"Luis","César D'Angiolillo",2016,3,crew
102,"Amazonas",2020,157430,"Francisco","Cocuzza",2017,3,cast
6990,"El día que cambió la historia",2012,157808,"Jorge","Barreiro",2009,3,crew
259,"Buenos Aires Rock",1983,158079,"Luis","Sandrini",1980,3,cast
253,"La buena vida",2002,158264,"Maurice","Jouvet",1999,3,cast
985,"Insaciable",1984,158658,"Armando","Bó",1981,3,crew
985,"Insaciable",1984,158658,"Armando","Bó",1981,3,crew
985,"Insaciable",1984,158658,"Armando","Bó",1981,3,crew
985,"Insaciable",1984,158658,"Armando","Bó",1981,3,crew
985,"Insaciable",1984,158658,"Armando","Bó",1981,3,cast
2414,"Donde cae el sol",2003,158756,"Alfonso","De Grazia",2000,3,cast
1009,"Invasión",2015,158943,"Olga","Zubarry",2012,3,cast
2094,"El acto en cuestión",2015,155180,"Luis Alberto","Spinetta",2012,3,crew
925,"Los hipócritas",2019,157042,"Elcira","Olivera Garcés",2016,3,cast
4921,"Nadie Inquietó Más - Narciso Ibáñez Menta",2009,155515,"José María","Langlais",2006,3,cast
1060,"Juan Moreira",1948,154250,"Nelo","Cosimi",1945,3,crew
1291,"La mentirosa",1999,155234,"Niní","Marshall",1996,3,cast
768,"Donde mueren las palabras",1946,151802,"Serguei","Rachmaninoff",1943,3,crew
2634,"La casa de azúcar",1996,144894,"Silvina","Ocampo",1993,3,crew
189371,"La larga vida de los recuerdos",2023,112280,"Gabo","Ferro",2020,3,crew
4921,"Nadie Inquietó Más - Narciso Ibáñez Menta",2009,127842,"Eduardo ""Zumbo""","Jorge Bertonasco",2006,3,cast
5917,"Ensayando la cultura",1995,156808,"Ástor","Piazzolla",1992,3,crew
10277,"Moacir y yo",2021,118955,"Moacir","Dos Santos",2018,3,cast
152,"Asalto en la ciudad",1968,156627,"Agustín","Barrios",1965,3,cast
1902,"Sofía",2005,158891,"Alberto","Busaid",2002,3,cast
282,"La calesita",1993,158387,"Américo","Hoss",1990,3,crew
8030,"Nos habíamos ratoneado tanto...",2013,158520,"Aníbal","Di Salvo",2010,3,cast
9555,"Así cantaba Carlos Gardel",1935,132214,"Arturo","de Nava",1932,3,cast
10093,"Hijo de Sodoma",2020,105996,"Camilo","Najar",2017,3,cast
6877,"Gorri",2010,149035,"Carlos","Gorriarena",2007,3,cast
1431,"La morocha",1958,158495,"Carlos","Olivari",1955,3,crew
2247,"El desvío",2019,156274,"Carlos","Torlaschi",2016,3,crew
732,"Facundo, la sombra del tigre",1995,150905,"Daniel","Moyano",1992,3,crew
4474,"A los cuatro vientos",2007,156776,"Domingo","Cura",2004,3,cast
194923,"La culpa de nada",2024,132010,"Gabriel","Ruiz Díaz",2021,3,crew
2078,"Volver",2002,158860,"Héctor","Pellegrini",1999,3,cast
2038,"...Y mañana serán hombres",1979,158925,"Jorge","Villoldo",1976,3,cast
160561,"El nexo",2014,135711,"Julio","Arrieta",2011,3,cast
3912,"Si sos brujo: una historia de tango",2006,153788,"Julián","Plaza",2003,3,cast
5880,"Cinco miembros",2006,124450,"Kevin","O'Neill",2003,3,cast
382,"Cerro Guanaco",1959,153847,"Manuel","Acosta Villafañe",1956,3,crew
546,"Danza del fuego",1949,152298,"Manuel","de Falla",1946,3,crew
1060,"Juan Moreira",1948,137827,"Mario","Gallo",1945,3,crew
3139,"La hermana menor",2008,155926,"Martín","Adjemián",2005,3,cast
3488,"La perrera",2008,155926,"Martín","Adjemián",2005,3,cast
1524,"¿Los piolas no se casan...?",1981,158856,"Norberto","Aroldi",1978,3,crew
10183,"Cheto cheto",2021,157348,"Osvaldo","Bayer",2018,3,cast
10000,"Angelus, variaciones sobre un sueño",2018,106846,"Pablo","Rieznik",2015,3,cast
6921,"Aphrodite",1928,119648,"Pierre","Louÿs",1925,3,crew
1769,"Tiro de gracia",2014,157771,"Ricardo","Becher",2011,3,crew
1769,"Tiro de gracia",2014,157771,"Ricardo","Becher",2011,3,crew
1769,"Tiro de gracia",2014,157771,"Ricardo","Becher",2011,3,crew
10567,"Buscando a Panzeri",2019,102982,"Roberto","Perfumo",2016,3,cast
4059,"Los elegidos",2014,154061,"Rodolfo","Mórtola",2011,3,crew
1265,"Novios para las muchachas",1941,147797,"Serafín","Alvarez Quintero",1938,3,crew
1009,"Invasión",2015,149238,"Ubaldo","de Lío",2012,3,crew
6478,"El fin de la espera",2011,158029,"Ulises","Dumont",2008,3,cast
856,"Gitano",2004,157571,"Noemí","Laserre",2001,3,cast
6670,"Andrés no quiere dormir la siesta",2010,153817,"Alicia","Aller",2008,2,cast
10567,"Buscando a Panzeri",2019,102984,"Dante","Zavatarelli",2017,2,cast
1949,"La sonrisa de mamá",1972,155238,"Azucena","Maizani",1970,2,crew
3912,"Si sos brujo: una historia de tango",2006,134538,"Pepe","Libertella",2004,2,cast
7855,"La huella del doctor Ernesto Guevara",2013,135734,"Alberto","Granado",2011,2,cast
3663,"Cuestión de principios",2009,138450,"Roberto","Fontanarrosa",2007,2,crew
3663,"Cuestión de principios",2009,138450,"Roberto","Fontanarrosa",2007,2,crew
6648,"Boogie, el aceitoso",2009,138450,"Roberto","Fontanarrosa",2007,2,crew
6524,"Fútbol violencia S.A.",2009,138450,"Roberto","Fontanarrosa",2007,2,cast
3010,"La vereda de la sombra",2005,139485,"Enrique","Sdrech",2003,2,cast
2386,"Marc, la sucia rata",2003,141496,"Diego","Mackenzie",2001,2,cast
6898,"La jactancia de los tontos",2010,143295,"Mario","Paolucci",2008,2,cast
9527,"Bernarda es la patria",2021,143427,"Gustavo","Liza",2019,2,cast
7836,"Esos colores que llevás",2013,145783,"Carlos","Trillo",2011,2,cast
196911,"El sueño imposible. Familia de artistas",2025,150753,"Claudio","Da Passano",2023,2,cast
1134,"Luisito",1943,154201,"Florencio","Parravicini",1941,2,crew
2161,"El impostor",1997,154743,"María","Luisa Bemberg",1995,2,crew
7518,"555",2013,154932,"Adrián","Yospe",2011,2,cast
1641,"El puente",1985,154945,"Alberto","Ginastera",1983,2,crew
204,"Bárbara",2010,156341,"Irma","Córdoba",2008,2,cast
798,"Dos tipos con suerte",1960,157080,"Fernando","de Fuentes",1958,2,crew
8242,"Anagramas",2014,155180,"Luis Alberto","Spinetta",2012,2,crew
8131,"Francisco de Buenos Aires",2015,114068,"Clelia","Luro",2013,2,cast
6907,"La palabra empeñada",2011,119728,"Conchita","Dumois",2009,2,cast
222,"Bendita seas",1956,158606,"Alejandro Gutiérrez","del Barrio",1954,2,crew
1482,"La muerte flota en el río",1956,158606,"Alejandro Gutiérrez","del Barrio",1954,2,crew
7506,"El notificador",2012,158608,"Milita","Brandon",2010,2,cast
1774,"Todo el año es Navidad",2018,157042,"Elcira","Olivera Garcés",2016,2,cast
441,"Como tú lo soñaste",1947,153230,"Georg","Kaiser",1945,2,crew
464,"La conquista del paraíso",1981,153076,"Gloria","Guzmán",1979,2,cast
10116,"Zombies en el cañaveral. El documental",2021,155074,"Isabel","Sarli",2019,2,cast
2458,"La dialéctica tiene sus cositas",1972,139155,"Jimi","Hendrix",1970,2,crew
1874,"Sin fin",2005,158130,"José María","Gutiérrez",2003,2,cast
10138,"Una casa sin cortinas",2021,131349,"Juan Carlos","Dante Gullo",2019,2,cast
1769,"Tiro de gracia",2014,150756,"Juan Carlos","Gené",2012,2,cast
191780,"La mujer hormiga",2024,136682,"Julieta","Vallina",2022,2,cast
4013,"Nevar en Buenos Aires",2007,158558,"Lito","Espinosa",2005,2,crew
575,"Embrujada",1976,155072,"Luis Alberto","del Paraná",1974,2,crew
575,"Embrujada",1976,155072,"Luis Alberto","del Paraná",1974,2,cast
8958,"Monumento",2016,110127,"Mendel","Zelcer",2014,2,cast
1371,"Mirad los lirios del campo",1947,154250,"Nelo","Cosimi",1945,2,cast
9486,"Perón y los judíos",2020,108006,"Uri","Avneri",2018,2,cast
7855,"La huella del doctor Ernesto Guevara",2013,115373,"Julia","Constenla",2011,2,cast
191575,"Los delincuentes",2023,117970,"Paola","Suarez",2021,2,crew
5593,"Café de los maestros",2008,125561,"Lágrima","Ríos",2006,2,cast
9473,"Hoy se arregla el mundo",2022,153683,"José Luis","Díaz",2020,2,crew
1926,"Veinticuatro horas en la vida de una mujer",1944,144473,"Stephan","Zweig",1942,2,crew
1210,"La noche de Venus",1955,156453,"Juan Carlos","Cobián",1953,2,crew
8088,"Condenados",2014,159001,"Alicia","Zanca",2012,2,cast
1579,"¡Qué tiempos aquéllos!",1951,146215,"Slim","Summerville",1949,2,cast
6907,"La palabra empeñada",2011,153587,"Alejandro","Doria",2009,2,cast
8608,"El lugar del hijo",2015,153521,"Alejandro","Urdapilleta",2013,2,cast
465,"Operación Comando",1980,153049,"Alfonso","Paso",1978,2,crew
339,"El caradura y la millonaria",1971,155650,"Antonio","Botta",1969,2,crew
2434,"Ciudad del sol",2003,158230,"Arturo","Maly",2001,2,cast
9171,"Por amor al arte",2018,153829,"Bernardo","Arias",2016,2,crew
390,"Los chicos crecen",1976,155605,"Camilo","Darthés",1974,2,crew
2164,"Cuerpos perdidos",1994,142880,"César","Pierry",1992,2,cast
7104,"100 pájaros",2009,118647,"Daniel","Zamora",2007,2,cast
10033,"Tres cosas básicas",2023,150073,"David","Blaustein",2021,2,crew
10002,"El nadador",2013,136948,"Diego","Echave",2011,2,crew
3800,"La filia (Entrevista a Edgardo Chibán)",2005,131458,"Edgardo","Chibán",2003,2,cast
8024,"Cinéfilos a la intemperie",2005,131458,"Edgardo","Chibán",2003,2,cast
238,"Bodas de sangre",1938,155441,"Federico","García Lorca",1936,2,crew
1910,"Vacaciones en la Argentina",1966,158376,"Francisco","Audenino",1964,2,cast
8863,"No me mates",2016,147978,"Gustavo","Cerati",2014,2,crew
1588,"Prisioneros de la tierra",1939,149596,"Horacio","Quiroga",1937,2,crew
7762,"Ramón Ayala",2014,115705,"Hugo","Alcaraz",2012,2,cast
2069,"Y que patatín... y que patatán",1971,158685,"Héctor","Calcaño",1969,2,cast
6449,"Cartas a Malvinas",2009,142415,"Héctor","Grillo",2007,2,cast
643,"El despertar del sexo",1970,158853,"José","Serra",1968,2,crew
9066,"Alguien más en quien confiar",2018,110578,"Juan","""Locomotora"" Espósito",2016,2,cast
5628,"Tres de corazones",2007,151914,"Juan","José Saer",2005,2,crew
6653,"Villa",2013,135711,"Julio","Arrieta",2011,2,cast
2905,"El viaje hacia el mar",2005,136983,"Julio","César Castro",2003,2,crew
2905,"El viaje hacia el mar",2005,136983,"Julio","César Castro",2003,2,cast
1680,"Ritmo, amor y primavera",1981,158919,"Julio","Porter",1979,2,crew
325,"El canto cuenta su historia",1976,154397,"Julián","Centeya",1974,2,cast
8564,"Buscamos vida, los crímenes del ejército argentino en Campo de Mayo",2013,111979,"Luis","Benencio",2011,2,cast
7007,"Martin Blaszko III",2013,119323,"Martín","Blaszko",2011,2,cast
6491,"Carne sobre carne",2007,155926,"Martín","Adjemián",2005,2,cast
8585,"Anconetani",2015,111885,"Nazareno","Anconetani",2013,2,cast
7515,"Néstor Kirchner, la película",2012,147135,"Néstor","Kirchner",2010,2,cast
9496,"Abuelas",2020,157348,"Osvaldo","Bayer",2018,2,crew
2504,"Perón, sinfonía del sentimiento",1999,138790,"Ricardo","Carpani",1997,2,crew
1122,"Los que verán a Dios",1963,152933,"Rodolfo","Blasco",1961,2,crew
9527,"Bernarda es la patria",2021,119063,"Tino","Tinto",2019,2,cast
2172,"El fuego del pecado",1986,158854,"Tito","Ribero",1984,2,crew
6434,"Ni dios, ni patrón, ni marido",2010,158029,"Ulises","Dumont",2008,2,cast
188571,"Los bastardos",2023,141206,"Agustina","Posse",2021,2,cast
2727,"Caja negra",2002,137905,"Eugenia","Bassi",2000,2,cast
6445,"Padres de la plaza - 10 recorridos posibles",2010,122296,"Jaime","Steimberg",2008,2,cast
6560,"Luisa",2009,152252,"Jean","Pierre Reguerraz",2007,2,cast
161,"Así o de otra manera",1996,156402,"Zulema","Katz",1994,2,cast
