person_id,nombre,url_wordpress,ruta_local,url_cloudinary,success,error
159003,"Pablo Alarcón","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000106.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000106.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589433/cinenacional/personas/159003/photo.jpg",true,""
159005,"Nelly Beltrán","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000103.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000103.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589434/cinenacional/personas/159005/photo.jpg",true,""
159007,"Tincho Zabala","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000100.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000100.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589435/cinenacional/personas/159007/photo.jpg",true,""
159009,"Juan Carlos Calabró","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000097.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000097.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589436/cinenacional/personas/159009/photo.jpg",true,""
159011,"Fernando Ayala","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000094.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000094.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589438/cinenacional/personas/159011/photo.jpg",true,""
159029,"Néstor Zacco","http://nuevo.cinenacional.com/wp-content/uploads/2018/10/nestor-zaccopng.jpg","C:/Users/diego/cinenacional/uploads/2018/10/nestor-zaccopng.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589439/cinenacional/personas/159029/photo.jpg",true,""
159031,"Zulma Grey","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000065276.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000065276.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589439/cinenacional/personas/159031/photo.jpg",true,""
159037,"Jorge Luz","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000067.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000067.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589440/cinenacional/personas/159037/photo.jpg",true,""
159040,"Horacio Peña","http://nuevo.cinenacional.com/wp-content/uploads/2021/09/0000000061.jpg","C:/Users/diego/cinenacional/uploads/2021/09/0000000061.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589441/cinenacional/personas/159040/photo.jpg",true,""
159042,"Gerardo Romano","https://cinenacional.com/wp-content/uploads/2018/10/gromano.jpg","C:/Users/diego/cinenacional/uploads/2018/10/gromano.jpg","https://res.cloudinary.com/dzndglyjr/image/upload/v1760589443/cinenacional/personas/159042/photo.jpg",true,""
